model,image_id,total_questions,hallucinated_questions,no_hallucination_questions,hallucination_rate,balance_score
LLaVA-Next-8B,AMBER_660.jpg,4,2,2,0.5,0.0
LLaVA-Next-8B,AMBER_665.jpg,4,2,2,0.5,0.0
LLaVA-Next-8B,AMBER_691.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,AMBER_701.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,AMBER_709.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,AMBER_730.jpg,4,2,2,0.5,0.0
LLaVA-Next-8B,AMBER_733.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,AMBER_739.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,AMBER_763.jpg,4,2,2,0.5,0.0
LLaVA-Next-8B,AMBER_788.jpg,4,2,2,0.5,0.0
LLaVA-Next-8B,AMBER_802.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,AMBER_803.jpg,4,2,2,0.5,0.0
LLaVA-Next-8B,AMBER_82.jpg,4,2,2,0.5,0.0
LLaVA-Next-8B,AMBER_820.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,AMBER_833.jpg,4,2,2,0.5,0.0
LLaVA-Next-8B,AMBER_836.jpg,4,2,2,0.5,0.0
LLaVA-Next-8B,AMBER_844.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,AMBER_854.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,AMBER_864.jpg,4,2,2,0.5,0.0
LLaVA-Next-8B,AMBER_873.jpg,4,2,2,0.5,0.0
LLaVA-Next-8B,AMBER_874.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,AMBER_875.jpg,4,2,2,0.5,0.0
LLaVA-Next-8B,AMBER_876.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,AMBER_893.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,AMBER_895.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,AMBER_899.jpg,4,2,2,0.5,0.0
LLaVA-Next-8B,AMBER_902.jpg,4,2,2,0.5,0.0
LLaVA-Next-8B,AMBER_911.jpg,4,2,2,0.5,0.0
LLaVA-Next-8B,AMBER_918.jpg,4,2,2,0.5,0.0
LLaVA-Next-8B,AMBER_921.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,AMBER_924.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,AMBER_925.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,AMBER_926.jpg,4,2,2,0.5,0.0
LLaVA-Next-8B,AMBER_94.jpg,4,2,2,0.5,0.0
LLaVA-Next-8B,AMBER_940.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,AMBER_942.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,AMBER_946.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,AMBER_950.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,AMBER_979.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,AMBER_986.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,hallusionbench_chart_13_2.png,2,1,1,0.5,0.0
LLaVA-Next-8B,hallusionbench_chart_15_2.png,2,1,1,0.5,0.0
LLaVA-Next-8B,hallusionbench_chart_19_1.png,2,1,1,0.5,0.0
LLaVA-Next-8B,hallusionbench_chart_19_2.png,2,1,1,0.5,0.0
LLaVA-Next-8B,hallusionbench_chart_20_1.png,2,1,1,0.5,0.0
LLaVA-Next-8B,hallusionbench_chart_20_2.png,2,1,1,0.5,0.0
LLaVA-Next-8B,hallusionbench_chart_4_1.png,4,2,2,0.5,0.0
LLaVA-Next-8B,hallusionbench_chart_4_2.png,4,2,2,0.5,0.0
LLaVA-Next-8B,hallusionbench_chart_5_2.png,4,2,2,0.5,0.0
LLaVA-Next-8B,hallusionbench_figure_10_1.png,2,1,1,0.5,0.0
LLaVA-Next-8B,hallusionbench_figure_15_0.png,2,1,1,0.5,0.0
LLaVA-Next-8B,hallusionbench_figure_9_1.png,2,1,1,0.5,0.0
LLaVA-Next-8B,hallusionbench_illusion_19_1.png,2,1,1,0.5,0.0
LLaVA-Next-8B,hallusionbench_illusion_21_0.png,2,1,1,0.5,0.0
LLaVA-Next-8B,hallusionbench_illusion_21_1.png,2,1,1,0.5,0.0
LLaVA-Next-8B,hallusionbench_illusion_28_1.png,2,1,1,0.5,0.0
LLaVA-Next-8B,hallusionbench_map_10_1.png,2,1,1,0.5,0.0
LLaVA-Next-8B,hallusionbench_map_5_1.png,4,2,2,0.5,0.0
LLaVA-Next-8B,hallusionbench_map_5_2.png,4,2,2,0.5,0.0
LLaVA-Next-8B,hallusionbench_map_7_1.png,2,1,1,0.5,0.0
LLaVA-Next-8B,hallusionbench_map_7_2.png,2,1,1,0.5,0.0
LLaVA-Next-8B,hallusionbench_map_9_1.png,2,1,1,0.5,0.0
LLaVA-Next-8B,hallusionbench_math_1_1.png,2,1,1,0.5,0.0
LLaVA-Next-8B,hallusionbench_math_4_1.png,2,1,1,0.5,0.0
LLaVA-Next-8B,hallusionbench_math_7_1.png,2,1,1,0.5,0.0
LLaVA-Next-8B,hallusionbench_math_8_0.png,2,1,1,0.5,0.0
LLaVA-Next-8B,hallusionbench_math_9_1.png,2,1,1,0.5,0.0
LLaVA-Next-8B,hallusionbench_ocr_20_0.png,2,1,1,0.5,0.0
LLaVA-Next-8B,hallusionbench_table_6_1.png,4,2,2,0.5,0.0
LLaVA-Next-8B,hallusionbench_table_6_2.png,4,2,2,0.5,0.0
LLaVA-Next-8B,hallusionbench_table_6_3.png,4,2,2,0.5,0.0
LLaVA-Next-8B,hallusionbench_table_8_2.png,2,1,1,0.5,0.0
LLaVA-Next-8B,hallusionbench_table_9_1.png,4,2,2,0.5,0.0
LLaVA-Next-8B,hallusionbench_table_9_2.png,4,2,2,0.5,0.0
LLaVA-Next-8B,hallusionbench_video_10_0.png,4,2,2,0.5,0.0
LLaVA-Next-8B,hallusionbench_video_11_0.png,4,2,2,0.5,0.0
LLaVA-Next-8B,hallusionbench_video_11_1.png,4,2,2,0.5,0.0
LLaVA-Next-8B,hallusionbench_video_11_2.png,4,2,2,0.5,0.0
LLaVA-Next-8B,hallusionbench_video_16_0.png,2,1,1,0.5,0.0
LLaVA-Next-8B,hallusionbench_video_16_1.png,2,1,1,0.5,0.0
LLaVA-Next-8B,hallusionbench_video_17_0.png,4,2,2,0.5,0.0
LLaVA-Next-8B,hallusionbench_video_17_1.png,4,2,2,0.5,0.0
LLaVA-Next-8B,hallusionbench_video_19_0.png,4,2,2,0.5,0.0
LLaVA-Next-8B,hallusionbench_video_19_1.png,4,2,2,0.5,0.0
LLaVA-Next-8B,hallusionbench_video_19_2.png,4,2,2,0.5,0.0
LLaVA-Next-8B,hallusionbench_video_1_0.png,4,2,2,0.5,0.0
LLaVA-Next-8B,hallusionbench_video_1_1.png,4,2,2,0.5,0.0
LLaVA-Next-8B,hallusionbench_video_3_0.png,4,2,2,0.5,0.0
LLaVA-Next-8B,hallusionbench_video_3_1.png,4,2,2,0.5,0.0
LLaVA-Next-8B,hallusionbench_video_4_0.png,4,2,2,0.5,0.0
LLaVA-Next-8B,hallusionbench_video_4_1.png,4,2,2,0.5,0.0
LLaVA-Next-8B,hallusionbench_video_5_0.png,4,2,2,0.5,0.0
LLaVA-Next-8B,hallusionbench_video_6_0.png,4,2,2,0.5,0.0
LLaVA-Next-8B,hallusionbench_video_6_1.png,4,2,2,0.5,0.0
LLaVA-Next-8B,hallusionbench_video_7_0.png,4,2,2,0.5,0.0
LLaVA-Next-8B,hallusionbench_video_7_1.png,4,2,2,0.5,0.0
LLaVA-Next-8B,hallusionbench_video_8_1.png,4,2,2,0.5,0.0
LLaVA-Next-8B,mme_artwork_34109.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_artwork_34363.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_artwork_6297.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_celebrity_tt0058461_shot_0901_img_0.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_celebrity_tt0061722_shot_0259_img_0.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_celebrity_tt0064115_shot_0367_img_0.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_celebrity_tt0064665_shot_0300_img_0.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_celebrity_tt0067116_shot_0122_img_0.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_celebrity_tt0070735_shot_0818_img_0.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_celebrity_tt0070849_shot_0021_img_1.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_celebrity_tt0072684_shot_0512_img_1.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_celebrity_tt0074119_shot_0814_img_0.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_celebrity_tt0074285_shot_0535_img_1.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_celebrity_tt0075148_shot_0618_img_0.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_celebrity_tt0077402_shot_1220_img_0.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_celebrity_tt0077416_shot_1442_img_0.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_celebrity_tt0079417_shot_0735_img_0.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_celebrity_tt0080684_shot_1574_img_2.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_celebrity_tt0082089_shot_0046_img_0.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_celebrity_tt0083866_shot_0364_img_0.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_celebrity_tt0083929_shot_0405_img_0.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_celebrity_tt0086250_shot_1079_img_0.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_celebrity_tt0087332_shot_0798_img_0.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_celebrity_tt0087469_shot_0049_img_2.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_celebrity_tt0089218_shot_0327_img_0.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_celebrity_tt0090022_shot_0464_img_0.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_celebrity_tt0090605_shot_0344_img_0.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_celebrity_tt0091042_shot_0098_img_0.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_celebrity_tt0091738_shot_0073_img_1.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_celebrity_tt0093748_shot_0346_img_0.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_celebrity_tt0094226_shot_0237_img_2.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_celebrity_tt0095016_shot_1170_img_0.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_celebrity_tt0095765_shot_0008_img_0.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_celebrity_tt0096874_shot_0647_img_0.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_celebrity_tt0097428_shot_0106_img_0.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_celebrity_tt0097576_shot_1010_img_2.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_celebrity_tt0100405_shot_0786_img_0.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_celebrity_tt0101410_shot_0105_img_0.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_celebrity_tt0103064_shot_1206_img_0.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_celebrity_tt0103064_shot_2602_img_1.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_celebrity_tt0103776_shot_0719_img_0.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_celebrity_tt0104257_shot_0477_img_0.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_celebrity_tt0111280_shot_0258_img_0.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_celebrity_tt0112641_shot_0412_img_1.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_celebrity_tt0114369_shot_1138_img_0.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_celebrity_tt0115798_shot_0844_img_1.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_celebrity_tt0116367_shot_0755_img_0.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_celebrity_tt0117060_shot_1401_img_0.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_celebrity_tt0117381_shot_0798_img_1.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_celebrity_tt0117509_shot_0041_img_0.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_celebrity_tt0118571_shot_0627_img_0.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_celebrity_tt0118636_shot_0344_img_0.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_celebrity_tt0118655_shot_0279_img_0.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_celebrity_tt0118655_shot_1152_img_2.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_celebrity_tt0118689_shot_0969_img_2.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_celebrity_tt0118749_shot_0795_img_0.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_celebrity_tt0118883_shot_0691_img_1.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_celebrity_tt0118971_shot_0679_img_0.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_celebrity_tt0119528_shot_0761_img_1.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_celebrity_tt0119643_shot_0330_img_0.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_celebrity_tt0120338_shot_1130_img_2.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_code_reasoning_0016.png,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_color_000000370208.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_commonsense_reasoning_0001.png,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_commonsense_reasoning_0003.png,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_commonsense_reasoning_0009.png,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_commonsense_reasoning_0015.png,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_commonsense_reasoning_0021.png,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_commonsense_reasoning_0029.png,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_commonsense_reasoning_0030.png,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_commonsense_reasoning_0032.png,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_commonsense_reasoning_0036.png,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_commonsense_reasoning_0038.png,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_commonsense_reasoning_0039.png,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_commonsense_reasoning_0041.png,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_commonsense_reasoning_0045.png,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_commonsense_reasoning_0047.png,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_commonsense_reasoning_0049.png,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_commonsense_reasoning_0051.png,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_commonsense_reasoning_0053.png,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_commonsense_reasoning_0059.png,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_commonsense_reasoning_0062.png,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_numerical_calculation_0011.png,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_numerical_calculation_0013.png,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_position_000000007281.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_position_000000031248.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_position_000000048504.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_position_000000056127.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_position_000000097994.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_position_000000426241.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_position_000000472046.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_position_000000477955.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_position_000000509699.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_posters_tt0067116.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_posters_tt0074749.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_posters_tt0083946.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_posters_tt0100112.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_posters_tt0264395.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_posters_tt0369702.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_posters_tt0433035.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_posters_tt0443680.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_posters_tt1971325.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_posters_tt3465916.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_posters_tt3498820.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_posters_tt3700804.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_scene_Places365_val_00000181.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_text_translation_0010.png,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_text_translation_0012.png,2,1,1,0.5,0.0
LLaVA-Next-8B,mme_text_translation_0020.png,2,1,1,0.5,0.0
LLaVA-Next-8B,pope_1288.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,pope_1538.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,pope_1784.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,pope_198.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,pope_2652.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,pope_498.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,pope_502.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,pope_582.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,pope_748.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,pope_754.jpg,2,1,1,0.5,0.0
LLaVA-Next-8B,AMBER_131.jpg,7,3,4,0.42857142857142855,0.07142857142857145
LLaVA-Next-8B,AMBER_227.jpg,7,3,4,0.42857142857142855,0.07142857142857145
LLaVA-Next-8B,AMBER_425.jpg,7,3,4,0.42857142857142855,0.07142857142857145
LLaVA-Next-8B,AMBER_57.jpg,7,3,4,0.42857142857142855,0.07142857142857145
LLaVA-Next-8B,AMBER_637.jpg,7,3,4,0.42857142857142855,0.07142857142857145
LLaVA-Next-8B,AMBER_645.jpg,7,3,4,0.42857142857142855,0.07142857142857145
LLaVA-Next-8B,AMBER_712.jpg,7,3,4,0.42857142857142855,0.07142857142857145
LLaVA-Next-8B,AMBER_801.jpg,7,3,4,0.42857142857142855,0.07142857142857145
LLaVA-Next-8B,AMBER_989.jpg,7,3,4,0.42857142857142855,0.07142857142857145
LLaVA-Next-8B,AMBER_1002.jpg,5,2,3,0.4,0.09999999999999998
LLaVA-Next-8B,AMBER_110.jpg,5,2,3,0.4,0.09999999999999998
LLaVA-Next-8B,AMBER_119.jpg,5,3,2,0.6,0.09999999999999998
LLaVA-Next-8B,AMBER_125.jpg,5,2,3,0.4,0.09999999999999998
LLaVA-Next-8B,AMBER_128.jpg,5,2,3,0.4,0.09999999999999998
LLaVA-Next-8B,AMBER_151.jpg,5,2,3,0.4,0.09999999999999998
LLaVA-Next-8B,AMBER_16.jpg,5,2,3,0.4,0.09999999999999998
LLaVA-Next-8B,AMBER_220.jpg,5,2,3,0.4,0.09999999999999998
LLaVA-Next-8B,AMBER_236.jpg,5,2,3,0.4,0.09999999999999998
LLaVA-Next-8B,AMBER_254.jpg,5,2,3,0.4,0.09999999999999998
LLaVA-Next-8B,AMBER_285.jpg,5,2,3,0.4,0.09999999999999998
LLaVA-Next-8B,AMBER_338.jpg,5,2,3,0.4,0.09999999999999998
LLaVA-Next-8B,AMBER_385.jpg,5,2,3,0.4,0.09999999999999998
LLaVA-Next-8B,AMBER_39.jpg,5,2,3,0.4,0.09999999999999998
LLaVA-Next-8B,AMBER_431.jpg,5,2,3,0.4,0.09999999999999998
LLaVA-Next-8B,AMBER_457.jpg,5,2,3,0.4,0.09999999999999998
LLaVA-Next-8B,AMBER_49.jpg,5,2,3,0.4,0.09999999999999998
LLaVA-Next-8B,AMBER_492.jpg,5,2,3,0.4,0.09999999999999998
LLaVA-Next-8B,AMBER_493.jpg,5,2,3,0.4,0.09999999999999998
LLaVA-Next-8B,AMBER_532.jpg,5,2,3,0.4,0.09999999999999998
LLaVA-Next-8B,AMBER_565.jpg,5,2,3,0.4,0.09999999999999998
LLaVA-Next-8B,AMBER_594.jpg,5,3,2,0.6,0.09999999999999998
LLaVA-Next-8B,AMBER_61.jpg,5,3,2,0.6,0.09999999999999998
LLaVA-Next-8B,AMBER_64.jpg,5,2,3,0.4,0.09999999999999998
LLaVA-Next-8B,AMBER_734.jpg,5,2,3,0.4,0.09999999999999998
LLaVA-Next-8B,AMBER_745.jpg,5,2,3,0.4,0.09999999999999998
LLaVA-Next-8B,AMBER_746.jpg,5,2,3,0.4,0.09999999999999998
LLaVA-Next-8B,AMBER_749.jpg,5,3,2,0.6,0.09999999999999998
LLaVA-Next-8B,AMBER_783.jpg,5,2,3,0.4,0.09999999999999998
LLaVA-Next-8B,AMBER_808.jpg,5,2,3,0.4,0.09999999999999998
LLaVA-Next-8B,AMBER_826.jpg,5,2,3,0.4,0.09999999999999998
LLaVA-Next-8B,AMBER_834.jpg,5,2,3,0.4,0.09999999999999998
LLaVA-Next-8B,AMBER_848.jpg,5,3,2,0.6,0.09999999999999998
LLaVA-Next-8B,AMBER_849.jpg,5,2,3,0.4,0.09999999999999998
LLaVA-Next-8B,AMBER_85.jpg,5,3,2,0.6,0.09999999999999998
LLaVA-Next-8B,AMBER_903.jpg,5,2,3,0.4,0.09999999999999998
LLaVA-Next-8B,AMBER_917.jpg,5,2,3,0.4,0.09999999999999998
LLaVA-Next-8B,AMBER_943.jpg,5,3,2,0.6,0.09999999999999998
LLaVA-Next-8B,AMBER_969.jpg,5,2,3,0.4,0.09999999999999998
LLaVA-Next-8B,AMBER_975.jpg,5,3,2,0.6,0.09999999999999998
LLaVA-Next-8B,AMBER_996.jpg,5,3,2,0.6,0.09999999999999998
LLaVA-Next-8B,AMBER_539.jpg,8,3,5,0.375,0.125
LLaVA-Next-8B,AMBER_559.jpg,8,3,5,0.375,0.125
LLaVA-Next-8B,hallusionbench_chart_1_1.png,8,5,3,0.625,0.125
LLaVA-Next-8B,AMBER_204.jpg,3,2,1,0.6666666666666666,0.16666666666666663
LLaVA-Next-8B,AMBER_242.jpg,3,2,1,0.6666666666666666,0.16666666666666663
LLaVA-Next-8B,AMBER_345.jpg,3,2,1,0.6666666666666666,0.16666666666666663
LLaVA-Next-8B,AMBER_414.jpg,6,4,2,0.6666666666666666,0.16666666666666663
LLaVA-Next-8B,AMBER_419.jpg,3,2,1,0.6666666666666666,0.16666666666666663
LLaVA-Next-8B,AMBER_453.jpg,3,2,1,0.6666666666666666,0.16666666666666663
LLaVA-Next-8B,AMBER_495.jpg,3,2,1,0.6666666666666666,0.16666666666666663
LLaVA-Next-8B,AMBER_507.jpg,3,2,1,0.6666666666666666,0.16666666666666663
LLaVA-Next-8B,AMBER_525.jpg,3,2,1,0.6666666666666666,0.16666666666666663
LLaVA-Next-8B,AMBER_543.jpg,3,2,1,0.6666666666666666,0.16666666666666663
LLaVA-Next-8B,AMBER_55.jpg,3,2,1,0.6666666666666666,0.16666666666666663
LLaVA-Next-8B,AMBER_67.jpg,3,2,1,0.6666666666666666,0.16666666666666663
LLaVA-Next-8B,AMBER_690.jpg,3,2,1,0.6666666666666666,0.16666666666666663
LLaVA-Next-8B,AMBER_693.jpg,3,2,1,0.6666666666666666,0.16666666666666663
LLaVA-Next-8B,AMBER_711.jpg,3,2,1,0.6666666666666666,0.16666666666666663
LLaVA-Next-8B,AMBER_751.jpg,3,2,1,0.6666666666666666,0.16666666666666663
LLaVA-Next-8B,AMBER_759.jpg,3,2,1,0.6666666666666666,0.16666666666666663
LLaVA-Next-8B,AMBER_766.jpg,3,2,1,0.6666666666666666,0.16666666666666663
LLaVA-Next-8B,AMBER_841.jpg,3,2,1,0.6666666666666666,0.16666666666666663
LLaVA-Next-8B,AMBER_862.jpg,3,2,1,0.6666666666666666,0.16666666666666663
LLaVA-Next-8B,AMBER_913.jpg,3,2,1,0.6666666666666666,0.16666666666666663
LLaVA-Next-8B,AMBER_922.jpg,3,2,1,0.6666666666666666,0.16666666666666663
LLaVA-Next-8B,hallusionbench_chart_14_1.png,3,2,1,0.6666666666666666,0.16666666666666663
LLaVA-Next-8B,hallusionbench_chart_14_2.png,3,2,1,0.6666666666666666,0.16666666666666663
LLaVA-Next-8B,hallusionbench_illusion_0_1.png,3,2,1,0.6666666666666666,0.16666666666666663
LLaVA-Next-8B,hallusionbench_illusion_11_0.png,3,2,1,0.6666666666666666,0.16666666666666663
LLaVA-Next-8B,hallusionbench_illusion_1_0.png,3,2,1,0.6666666666666666,0.16666666666666663
LLaVA-Next-8B,hallusionbench_illusion_25_0.png,3,2,1,0.6666666666666666,0.16666666666666663
LLaVA-Next-8B,hallusionbench_map_8_2.png,3,2,1,0.6666666666666666,0.16666666666666663
LLaVA-Next-8B,hallusionbench_math_0_0.png,3,2,1,0.6666666666666666,0.16666666666666663
LLaVA-Next-8B,hallusionbench_math_0_1.png,3,2,1,0.6666666666666666,0.16666666666666663
LLaVA-Next-8B,hallusionbench_math_17_0.png,3,2,1,0.6666666666666666,0.16666666666666663
LLaVA-Next-8B,hallusionbench_math_17_1.png,3,2,1,0.6666666666666666,0.16666666666666663
LLaVA-Next-8B,hallusionbench_math_3_1.png,3,2,1,0.6666666666666666,0.16666666666666663
LLaVA-Next-8B,hallusionbench_math_5_0.png,3,2,1,0.6666666666666666,0.16666666666666663
LLaVA-Next-8B,hallusionbench_math_5_1.png,3,2,1,0.6666666666666666,0.16666666666666663
LLaVA-Next-8B,hallusionbench_table_0_1.png,3,2,1,0.6666666666666666,0.16666666666666663
LLaVA-Next-8B,hallusionbench_table_0_2.png,3,2,1,0.6666666666666666,0.16666666666666663
LLaVA-Next-8B,hallusionbench_table_2_2.png,3,2,1,0.6666666666666666,0.16666666666666663
LLaVA-Next-8B,hallusionbench_table_2_3.png,3,2,1,0.6666666666666666,0.16666666666666663
LLaVA-Next-8B,hallusionbench_video_12_0.png,3,2,1,0.6666666666666666,0.16666666666666663
LLaVA-Next-8B,hallusionbench_video_12_1.png,3,2,1,0.6666666666666666,0.16666666666666663
LLaVA-Next-8B,AMBER_113.jpg,3,1,2,0.3333333333333333,0.16666666666666669
LLaVA-Next-8B,AMBER_121.jpg,3,1,2,0.3333333333333333,0.16666666666666669
LLaVA-Next-8B,AMBER_130.jpg,3,1,2,0.3333333333333333,0.16666666666666669
